FechaEncuesta,Educacion,Salario,Hobby,Pais,StackOverflowJobsRecommend,VersionControl,Edad,AniosExper,Genero,SalarioPlano
6/8/2018 4:16,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,USA,4,Git;Team Foundation Version Control,20,13,,
4/1/2018 18:38,Some college/university study without earning a degree,,No,USA,5,Subversion;Team Foundation Version Control,22,12,Male,
5/2/2018 17:26,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Spain,,Git,52,2,Male,
4/27/2018 6:07,Associate degree,56172,Yes,Sweeden,,Team Foundation Version Control,22,9,Male,"56,172.00"
10/12/2018 8:26,Bachelor's degree (BA. BS. B.Eng.. etc.),2820,Yes,Spain,,Git,36,9,,"2,820.00"
3/31/2018 4:22,Master's degree (MA. MS. M.Eng.. MBA. etc.),51394,Yes,France,5,Git,39,6,Male,"51,394.00"
7/12/2018 23:11,Master's degree (MA. MS. M.Eng.. MBA. etc.),83342,Yes,Russia,10,Team Foundation Version Control,23,8,Male,"83,342.00"
3/24/2018 14:06,Some college/university study without earning a degree,,Yes,Ukraine,5,Git;Subversion;Team Foundation Version Control,19,12,,
10/4/2018 21:06,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,Sweeden,,Git,22,18,Male,
7/4/2018 2:37,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,UK,,Team Foundation Version Control;Copying and pasting files to network shares;Zip file back-ups,18,2,Male,
4/29/2018 14:53,Bachelor's degree (BA. BS. B.Eng.. etc.),62507,Yes,Spain,7,Git,29,17,,"62,507.00"
9/6/2018 7:51,Master's degree (MA. MS. M.Eng.. MBA. etc.),55075,Yes,USA,6,Git,25,8,Female,"$55,075.00 "
8/18/2018 6:41,Bachelor's degree (BA. BS. B.Eng.. etc.),40392,Yes,Sweeden,,Git;Zip file back-ups,29,15,,"40,392.00"
7/28/2018 11:46,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,Spain,,Git;Mercurial;Team Foundation Version Control,18,10,,
5/7/2018 12:30,Master's degree (MA. MS. M.Eng.. MBA. etc.),42456,Yes,South Africa,,Git;Mercurial;Team Foundation Version Control,46,5,Male,"42,456.00"
4/18/2018 14:46,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,France,7,Team Foundation Version Control,45,9,Male,
5/14/2018 15:35,Bachelor's degree (BA. BS. B.Eng.. etc.),72500,No,India,,Git,46,5,Male,"72,500.00"
7/17/2018 0:56,Some college/university study without earning a degree,,Yes,Sweeden,,I don't use version control,37,13,,
2/17/2018 11:40,Bachelor's degree (BA. BS. B.Eng.. etc.),65285,Yes,South Africa,5,Git;Subversion,33,9,,"65,285.00"
5/13/2018 20:47,Professional degree (JD. MD. etc.),,Yes,Russia,,Git,37,10,Male,
7/8/2018 3:37,Some college/university study without earning a degree,,Yes,South Africa,,Git,23,4,,
9/6/2018 18:11,Bachelor's degree (BA. BS. B.Eng.. etc.),75000,Yes,USA,,Git,40,8,Female,"$75,000.00 "
5/8/2018 23:39,Some college/university study without earning a degree,58752,No,South Africa,7,Git,29,8,,"58,752.00"
7/11/2018 9:38,Master's degree (MA. MS. M.Eng.. MBA. etc.),70000,Yes,India,,Subversion;Copying and pasting files to network shares;Zip file back-ups,25,4,Male,"70,000.00"
3/28/2018 14:20,Bachelor's degree (BA. BS. B.Eng.. etc.),185000,Yes,Sweeden,8,Git,32,11,Male,"185,000.00"
6/17/2018 1:32,Professional degree (JD. MD. etc.),37940,No,India,5,Git,35,12,Male,"37,940.00"
4/26/2018 1:05,Some college/university study without earning a degree,,Yes,Russia,10,Git;Subversion;Team Foundation Version Control,47,2,Male,
10/23/2018 14:31,Master's degree (MA. MS. M.Eng.. MBA. etc.),21916,Yes,Spain,9,Git;Subversion,45,17,,"21,916.00"
5/31/2018 11:25,Master's degree (MA. MS. M.Eng.. MBA. etc.),125000,Yes,South Africa,7,Git,48,7,Male,"125,000.00"
9/18/2018 14:28,Bachelor's degree (BA. BS. B.Eng.. etc.),25000,Yes,UK,1,Git,43,7,,"£25,000.00"
2/6/2018 7:17,Bachelor's degree (BA. BS. B.Eng.. etc.),32000,No,India,,I don't use version control,51,6,Male,"32,000.00"
2/18/2018 16:00,Bachelor's degree (BA. BS. B.Eng.. etc.),3757,Yes,Sweeden,,Team Foundation Version Control;Copying and pasting files to network shares,51,0,Male,"3,757.00"
10/15/2018 2:13,Professional degree (JD. MD. etc.),22884,No,Sweeden,,Git,36,15,Female,"22,884.00"
8/15/2018 5:07,Master's degree (MA. MS. M.Eng.. MBA. etc.),75504,Yes,India,5,Git;Mercurial,32,5,Male,"75,504.00"
3/5/2018 13:24,Bachelor's degree (BA. BS. B.Eng.. etc.),52404,Yes,Russia,2,Git,43,11,Male,"52,404.00"
6/14/2018 5:49,Bachelor's degree (BA. BS. B.Eng.. etc.),187152,Yes,France,10,Git,19,13,,"187,152.00"
3/16/2018 14:17,Master's degree (MA. MS. M.Eng.. MBA. etc.),52872,Yes,Spain,8,Git;Copying and pasting files to network shares,34,12,Male,"52,872.00"
3/26/2018 8:24,Bachelor's degree (BA. BS. B.Eng.. etc.),126403,No,Sweeden,10,Git;Mercurial,23,10,Male,"126,403.00"
1/18/2018 0:55,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,,Git;Subversion,39,8,,
10/16/2018 11:16,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,UK,,Git;Copying and pasting files to network shares,23,15,Male,
3/10/2018 4:03,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,France,9,Git;Mercurial,38,10,Male,
3/3/2018 23:36,Master's degree (MA. MS. M.Eng.. MBA. etc.),235000,Yes,France,10,Git,39,6,Male,"235,000.00"
4/21/2018 20:17,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,India,,Git,30,16,Male,
8/12/2018 13:28,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,France,,Git;Team Foundation Version Control,38,6,,
7/29/2018 11:24,Some college/university study without earning a degree,,Yes,Russia,,Git;Zip file back-ups,43,5,Male,
8/30/2018 20:58,Bachelor's degree (BA. BS. B.Eng.. etc.),55562,No,USA,5,Git,46,8,Male,"$55,562.00 "
6/30/2018 1:34,Bachelor's degree (BA. BS. B.Eng.. etc.),125000,Yes,Sweeden,7,Git,34,12,Female,"125,000.00"
7/21/2018 18:43,Bachelor's degree (BA. BS. B.Eng.. etc.),13284,No,UK,8,Git,67,6,Male,"£13,284.00"
10/7/2018 19:19,Bachelor's degree (BA. BS. B.Eng.. etc.),87971,Yes,Sweeden,5,Git;Team Foundation Version Control,31,6,,"87,971.00"
1/4/2018 18:36,Master's degree (MA. MS. M.Eng.. MBA. etc.),10572,No,Spain,6,Git,43,16,Male,"10,572.00"
7/23/2018 13:19,Some college/university study without earning a degree,48955,Yes,Spain,7,Git,42,4,Male,"48,955.00"
5/7/2018 0:16,Some college/university study without earning a degree,155000,Yes,France,0,Git,65,1,Male,"155,000.00"
6/21/2018 12:16,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,South Africa,10,Git;Subversion;Team Foundation Version Control,52,13,,
3/25/2018 5:40,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,India,,I don't use version control,58,6,,
1/31/2018 0:36,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,,Git;Subversion,20,6,Male,
7/3/2018 12:08,Some college/university study without earning a degree,52339,Yes,France,,Git,59,9,,"52,339.00"
4/13/2018 21:14,Other doctoral degree (Ph.D. Ed.D.. etc.),113000,No,Russia,,Git,18,4,Male,"113,000.00"
6/14/2018 0:53,Bachelor's degree (BA. BS. B.Eng.. etc.),127000,No,Spain,,Git,18,2,Male,"127,000.00"
4/17/2018 12:17,Some college/university study without earning a degree,56544,Yes,Russia,,Git,21,19,Male,"56,544.00"
4/1/2018 3:26,Bachelor's degree (BA. BS. B.Eng.. etc.),47000,Yes,USA,,Git;Team Foundation Version Control,29,17,Female,"$47,000.00 "
4/17/2018 0:44,Some college/university study without earning a degree,110000,Yes,USA,,Git,48,9,Male,"$110,000.00 "
4/30/2018 0:36,Bachelor's degree (BA. BS. B.Eng.. etc.),11741,Yes,France,4,Git,54,8,Male,"11,741.00"
7/1/2018 17:21,Associate degree,10000,Yes,Russia,,Git;Team Foundation Version Control;Copying and pasting files to network shares;Zip file back-ups,18,7,Male,"10,000.00"
10/4/2018 13:24,Bachelor's degree (BA. BS. B.Eng.. etc.),64000,No,USA,,Git;Subversion,53,11,,"$64,000.00 "
1/30/2018 16:43,Primary/elementary school,9840,Yes,Sweeden,7,Team Foundation Version Control,48,4,Male,"9,840.00"
8/13/2018 19:46,Professional degree (JD. MD. etc.),,Yes,Sweeden,,Git,20,16,Male,
1/14/2018 2:02,Bachelor's degree (BA. BS. B.Eng.. etc.),90000,No,Russia,7,Git,55,8,Male,"90,000.00"
3/17/2018 10:53,Associate degree,43482,No,France,,Git;Subversion,70,14,Male,"43,482.00"
3/13/2018 6:42,Bachelor's degree (BA. BS. B.Eng.. etc.),63529,Yes,South Africa,8,Git,18,6,Male,"63,529.00"
2/6/2018 13:50,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,,Git,18,12,,
6/18/2018 20:38,Bachelor's degree (BA. BS. B.Eng.. etc.),140000,Yes,Sweeden,10,Git,26,14,Male,"140,000.00"
3/13/2018 14:13,Master's degree (MA. MS. M.Eng.. MBA. etc.),96000,Yes,Spain,8,Git,41,9,,"96,000.00"
6/21/2018 19:30,Bachelor's degree (BA. BS. B.Eng.. etc.),14340,Yes,India,8,Git,34,8,Male,"14,340.00"
1/12/2018 13:26,Bachelor's degree (BA. BS. B.Eng.. etc.),48313,No,India,8,Git;Team Foundation Version Control,31,15,Male,"48,313.00"
8/19/2018 20:56,Bachelor's degree (BA. BS. B.Eng.. etc.),42456,No,South Africa,,Git,46,17,Male,"42,456.00"
9/25/2018 0:25,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,USA,,Team Foundation Version Control,24,11,,
8/4/2018 14:00,Master's degree (MA. MS. M.Eng.. MBA. etc.),39776,Yes,Sweeden,6,Git,53,1,Male,"39,776.00"
1/31/2018 22:53,Bachelor's degree (BA. BS. B.Eng.. etc.),94600,Yes,India,3,Git;Subversion,35,13,,"94,600.00"
3/21/2018 5:39,Master's degree (MA. MS. M.Eng.. MBA. etc.),12480,Yes,Spain,10,Git,62,12,,"12,480.00"
6/8/2018 14:34,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,8,Git,38,23,Male,
2/6/2018 10:43,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Sweeden,,Copying and pasting files to network shares,18,11,Female,
8/8/2018 4:30,Bachelor's degree (BA. BS. B.Eng.. etc.),87768,Yes,India,,Git;Team Foundation Version Control,34,20,,"87,768.00"
5/24/2018 19:09,Master's degree (MA. MS. M.Eng.. MBA. etc.),62507,Yes,India,,Git,28,8,Male,"62,507.00"
1/20/2018 7:39,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),22032,Yes,USA,,Git;Subversion,53,9,Male,"$22,032.00 "
3/17/2018 11:48,Bachelor's degree (BA. BS. B.Eng.. etc.),30597,Yes,South Africa,,Git,40,15,Male,"30,597.00"
7/26/2018 15:04,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,,Git;Subversion,51,6,,
8/15/2018 5:47,Other doctoral degree (Ph.D. Ed.D.. etc.),59729,Yes,Russia,,Git,18,14,,"59,729.00"
1/14/2018 11:12,Professional degree (JD. MD. etc.),,Yes,South Africa,9,Git;Subversion,23,3,Male,
6/9/2018 16:20,Bachelor's degree (BA. BS. B.Eng.. etc.),22560,Yes,India,,Git;Team Foundation Version Control,55,12,,"22,560.00"
3/11/2018 10:28,Bachelor's degree (BA. BS. B.Eng.. etc.),105000,Yes,Spain,7,Git,49,9,Female,"105,000.00"
9/7/2018 13:51,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,7,Git,34,13,Male,
1/11/2018 7:56,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,France,7,Git,28,10,Male,
10/7/2018 16:01,Other doctoral degree (Ph.D. Ed.D.. etc.),80000,Yes,USA,,Git,50,13,Male,"$80,000.00 "
9/23/2018 2:09,Other doctoral degree (Ph.D. Ed.D.. etc.),36720,No,Russia,7,Git,55,11,,"36,720.00"
3/20/2018 17:57,Some college/university study without earning a degree,31664,Yes,India,0,Git,48,3,Male,"31,664.00"
8/1/2018 5:03,Bachelor's degree (BA. BS. B.Eng.. etc.),1000000,Yes,USA,5,Git,71,18,,"$1,000,000.00 "
7/31/2018 16:19,Other doctoral degree (Ph.D. Ed.D.. etc.),54507,Yes,South Africa,,Git,18,10,Male,"54,507.00"
7/7/2018 13:54,Bachelor's degree (BA. BS. B.Eng.. etc.),34726,No,France,7,Subversion,28,7,,"34,726.00"
6/28/2018 20:37,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,,I don't use version control,47,4,Male,
4/9/2018 1:05,Bachelor's degree (BA. BS. B.Eng.. etc.),106000,Yes,Spain,5,Git,18,15,Male,"106,000.00"
7/25/2018 13:18,Bachelor's degree (BA. BS. B.Eng.. etc.),63642,Yes,UK,4,Git;Team Foundation Version Control,46,6,Male,"£63,642.00"
3/7/2018 4:09,Bachelor's degree (BA. BS. B.Eng.. etc.),86120,Yes,France,10,Git,35,6,Male,"86,120.00"
6/11/2018 5:47,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),,Yes,France,,Git,36,6,Male,
9/25/2018 18:04,Bachelor's degree (BA. BS. B.Eng.. etc.),2000000,Yes,Russia,,Git,30,11,Male,"2,000,000.00"
6/26/2018 2:13,Bachelor's degree (BA. BS. B.Eng.. etc.),17676,Yes,USA,9,Subversion,41,3,,"$17,676.00 "
3/28/2018 23:53,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),,Yes,France,,Git,41,23,,
4/5/2018 3:53,Bachelor's degree (BA. BS. B.Eng.. etc.),52404,Yes,France,,Git;Subversion,24,9,Male,"52,404.00"
6/24/2018 16:13,Some college/university study without earning a degree,,Yes,USA,5,Git;Subversion,59,0,Male,
1/17/2018 13:19,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,,Git,46,3,Male,
10/7/2018 8:20,Bachelor's degree (BA. BS. B.Eng.. etc.),1884,Yes,South Africa,,Git,60,10,Male,"1,884.00"
7/7/2018 5:19,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Spain,10,Copying and pasting files to network shares;I don't use version control,18,13,Male,
7/14/2018 10:19,Bachelor's degree (BA. BS. B.Eng.. etc.),587460,Yes,USA,3,Git;Team Foundation Version Control,32,10,,"$587,460.00 "
6/18/2018 3:13,Some college/university study without earning a degree,93840,Yes,UK,8,Git;Copying and pasting files to network shares;Zip file back-ups,40,15,Male,"£93,840.00"
5/26/2018 12:22,Master's degree (MA. MS. M.Eng.. MBA. etc.),47304,No,UK,5,Git,39,12,Male,"£47,304.00"
5/20/2018 18:33,Master's degree (MA. MS. M.Eng.. MBA. etc.),85671,Yes,Russia,,Git;Zip file back-ups;I don't use version control,41,4,Male,"85,671.00"
9/29/2018 16:07,Other doctoral degree (Ph.D. Ed.D.. etc.),,No,France,,Git,32,5,Male,
1/29/2018 23:32,Bachelor's degree (BA. BS. B.Eng.. etc.),90000,No,UK,5,Git;Subversion,23,8,Male,"£90,000.00"
7/8/2018 0:44,Master's degree (MA. MS. M.Eng.. MBA. etc.),91000,Yes,Spain,,Git;Subversion,24,12,Male,"91,000.00"
2/6/2018 4:24,Some college/university study without earning a degree,,Yes,South Africa,,Git;Team Foundation Version Control,18,16,Male,
3/29/2018 5:22,Some college/university study without earning a degree,112000,Yes,Spain,8,Git;Subversion,34,14,,"112,000.00"
2/10/2018 18:54,Bachelor's degree (BA. BS. B.Eng.. etc.),57170,Yes,Sweeden,,Git,32,15,Male,"57,170.00"
9/22/2018 10:37,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Spain,,Git;Team Foundation Version Control,35,7,Male,
3/21/2018 18:50,Master's degree (MA. MS. M.Eng.. MBA. etc.),120000,Yes,France,5,Team Foundation Version Control,34,18,Male,"120,000.00"
3/4/2018 6:22,Bachelor's degree (BA. BS. B.Eng.. etc.),130000,Yes,South Africa,10,Git,41,11,,"130,000.00"
3/25/2018 13:25,Bachelor's degree (BA. BS. B.Eng.. etc.),58340,Yes,France,,Git;Subversion,50,15,Male,"58,340.00"
4/12/2018 14:56,Some college/university study without earning a degree,78000,Yes,USA,,Git,38,11,Male,"$78,000.00 "
6/9/2018 0:51,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,South Africa,,Mercurial;Subversion,40,15,Male,
10/22/2018 8:42,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Sweeden,10,Subversion,20,1,Male,
7/21/2018 18:29,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Spain,,Git;Subversion,61,9,Male,
10/25/2018 15:27,Bachelor's degree (BA. BS. B.Eng.. etc.),51408,Yes,India,10,Git,62,6,Male,"51,408.00"
7/21/2018 10:23,Some college/university study without earning a degree,,Yes,UK,,Git;Team Foundation Version Control,48,15,Male,
5/28/2018 0:26,Some college/university study without earning a degree,30840,Yes,USA,10,Git;Subversion,36,19,Male,"$30,840.00 "
9/5/2018 23:49,Master's degree (MA. MS. M.Eng.. MBA. etc.),41612,Yes,USA,5,Git,42,7,Male,"$41,612.00 "
6/14/2018 9:16,Associate degree,,Yes,Russia,6,Git,41,12,,
1/7/2018 16:06,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,2,Git,25,9,,
3/31/2018 17:29,Bachelor's degree (BA. BS. B.Eng.. etc.),75000,Yes,Russia,10,Git;Subversion,18,17,,"75,000.00"
1/28/2018 20:56,Associate degree,60391,Yes,India,,Subversion;Team Foundation Version Control;Copying and pasting files to network shares,61,1,Male,"60,391.00"
10/13/2018 18:00,Some college/university study without earning a degree,41124,Yes,Russia,6,Git,60,11,Female,"41,124.00"
4/27/2018 17:27,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,,Git;Subversion;Zip file back-ups,44,17,Female,
7/10/2018 12:07,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),,Yes,Spain,,Git;Subversion,23,10,Male,
3/1/2018 13:42,Bachelor's degree (BA. BS. B.Eng.. etc.),70000,No,Russia,,Git;Subversion,18,5,Male,"70,000.00"
8/1/2018 21:38,Bachelor's degree (BA. BS. B.Eng.. etc.),3900,Yes,Spain,10,Git,28,11,Male,"3,900.00"
9/9/2018 21:15,Bachelor's degree (BA. BS. B.Eng.. etc.),5479,No,France,,Git,65,5,,"5,479.00"
1/13/2018 0:02,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,South Africa,,Git;Mercurial;Subversion;Copying and pasting files to network shares;Zip file back-ups,56,11,Male,
9/6/2018 2:46,Bachelor's degree (BA. BS. B.Eng.. etc.),96626,Yes,France,8,Git;Subversion,19,12,Male,"96,626.00"
7/13/2018 22:40,Some college/university study without earning a degree,,Yes,Sweeden,,Git,18,5,Female,
3/14/2018 18:31,Some college/university study without earning a degree,12000,Yes,USA,5,Git,43,10,Male,"$12,000.00 "
7/28/2018 22:18,Bachelor's degree (BA. BS. B.Eng.. etc.),58000,Yes,Russia,8,Git,57,3,Male,"58,000.00"
5/14/2018 11:02,Other doctoral degree (Ph.D. Ed.D.. etc.),280000,Yes,South Africa,5,Git,27,0,Male,"280,000.00"
2/25/2018 11:24,Bachelor's degree (BA. BS. B.Eng.. etc.),106956,Yes,France,,Git;Copying and pasting files to network shares,43,12,Male,"106,956.00"
2/4/2018 19:32,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,India,8,Git;Team Foundation Version Control,34,1,Male,
4/16/2018 6:34,Master's degree (MA. MS. M.Eng.. MBA. etc.),53000,Yes,USA,5,Git,37,9,,"$53,000.00 "
6/10/2018 19:09,Bachelor's degree (BA. BS. B.Eng.. etc.),90039,Yes,UK,,Git,26,13,Male,"£90,039.00"
5/17/2018 9:17,Master's degree (MA. MS. M.Eng.. MBA. etc.),162100,Yes,Russia,,Git,42,11,Male,"162,100.00"
5/20/2018 7:21,Bachelor's degree (BA. BS. B.Eng.. etc.),68000,Yes,France,10,Git,18,9,Male,"68,000.00"
10/20/2018 0:22,Bachelor's degree (BA. BS. B.Eng.. etc.),75000,Yes,Sweeden,7,Git,31,2,Male,"75,000.00"
1/25/2018 0:25,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,France,,Git,25,9,Male,
4/7/2018 18:26,Bachelor's degree (BA. BS. B.Eng.. etc.),53144,Yes,Sweeden,,Git,52,6,,"53,144.00"
10/12/2018 4:39,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,8,Git,36,3,,
9/21/2018 10:00,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),,Yes,UK,,Git,34,7,,
5/31/2018 12:38,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Spain,,I don't use version control,46,5,Female,
3/25/2018 1:46,Professional degree (JD. MD. etc.),22560,Yes,UK,,Git,33,7,Male,"£22,560.00"
9/18/2018 19:50,Bachelor's degree (BA. BS. B.Eng.. etc.),36720,Yes,Sweeden,,Git,19,13,Male,"36,720.00"
1/3/2018 21:31,Bachelor's degree (BA. BS. B.Eng.. etc.),80000,Yes,South Africa,10,Git,18,9,Male,"80,000.00"
7/5/2018 2:13,Bachelor's degree (BA. BS. B.Eng.. etc.),0,Yes,Sweeden,,I don't use version control,18,7,Male,0
10/9/2018 21:22,Some college/university study without earning a degree,51408,Yes,USA,,Git,24,14,,"$51,408.00 "
10/2/2018 16:25,Bachelor's degree (BA. BS. B.Eng.. etc.),45897,No,South Africa,3,Git,45,23,,"45,897.00"
4/29/2018 13:27,Bachelor's degree (BA. BS. B.Eng.. etc.),14089,Yes,USA,10,Git;Subversion;Zip file back-ups,40,16,Male,"$14,089.00 "
7/6/2018 18:17,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),9000,Yes,France,,Git;Team Foundation Version Control;Copying and pasting files to network shares;Zip file back-ups,40,0,,"9,000.00"
4/13/2018 8:04,Master's degree (MA. MS. M.Eng.. MBA. etc.),12524,Yes,Sweeden,8,Subversion,18,11,Male,"12,524.00"
8/17/2018 17:38,Bachelor's degree (BA. BS. B.Eng.. etc.),3914,Yes,Sweeden,,Git;Subversion,42,7,,"3,914.00"
4/15/2018 5:31,Some college/university study without earning a degree,13212,Yes,USA,,Git,47,0,Male,"$13,212.00 "
2/3/2018 16:39,Bachelor's degree (BA. BS. B.Eng.. etc.),69452,Yes,USA,6,Subversion,57,12,Male,"$69,452.00 "
5/27/2018 16:16,Master's degree (MA. MS. M.Eng.. MBA. etc.),25008,Yes,South Africa,10,I don't use version control,27,10,,"25,008.00"
10/21/2018 1:50,Bachelor's degree (BA. BS. B.Eng.. etc.),96626,Yes,Spain,8,Git,49,13,Female,"96,626.00"
7/12/2018 16:24,Master's degree (MA. MS. M.Eng.. MBA. etc.),199950,No,India,8,Git,35,10,Male,"199,950.00"
3/8/2018 5:10,Some college/university study without earning a degree,34269,Yes,India,,Git,49,21,Male,"34,269.00"
5/10/2018 8:02,Master's degree (MA. MS. M.Eng.. MBA. etc.),60216,No,Spain,10,Git;Team Foundation Version Control,30,6,Male,"60,216.00"
1/8/2018 2:07,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,France,7,Git,30,11,,
6/29/2018 5:44,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,South Africa,4,Git;Subversion;Zip file back-ups,23,10,,
9/7/2018 12:46,Some college/university study without earning a degree,73433,Yes,USA,10,Git,26,8,Male,"$73,433.00 "
1/13/2018 20:45,Bachelor's degree (BA. BS. B.Eng.. etc.),40282,Yes,South Africa,,Git,39,8,,"40,282.00"
3/5/2018 14:21,Bachelor's degree (BA. BS. B.Eng.. etc.),71976,No,South Africa,9,Git;Subversion;Team Foundation Version Control,47,5,,"71,976.00"
8/4/2018 20:23,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,UK,,Git,37,14,Male,
9/18/2018 9:29,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,Spain,,Subversion,25,0,,
6/1/2018 16:05,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,South Africa,6,Git,27,6,Male,
3/12/2018 4:42,Bachelor's degree (BA. BS. B.Eng.. etc.),63979,Yes,UK,,Git;Copying and pasting files to network shares,30,2,Male,"£63,979.00"
6/9/2018 14:45,Bachelor's degree (BA. BS. B.Eng.. etc.),12524,Yes,South Africa,3,Git,52,7,,"12,524.00"
1/8/2018 21:41,Master's degree (MA. MS. M.Eng.. MBA. etc.),14688,No,Russia,5,Git,21,12,Male,"14,688.00"
1/25/2018 10:36,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),1872,Yes,Sweeden,,Git,19,15,Male,"1,872.00"
2/14/2018 8:02,Professional degree (JD. MD. etc.),66084,Yes,France,,Git;Zip file back-ups,53,8,,"66,084.00"
9/19/2018 13:24,Bachelor's degree (BA. BS. B.Eng.. etc.),2000000,No,USA,10,Git,60,19,Male,"$2,000,000.00 "
6/30/2018 16:43,Some college/university study without earning a degree,,Yes,South Africa,,Git,69,14,Male,
7/4/2018 19:33,Bachelor's degree (BA. BS. B.Eng.. etc.),20000,Yes,USA,9,Git;Team Foundation Version Control,44,6,Male,"$20,000.00 "
9/24/2018 17:41,Other doctoral degree (Ph.D. Ed.D.. etc.),,No,South Africa,,Git,45,3,Female,
9/2/2018 20:23,Some college/university study without earning a degree,40392,Yes,South Africa,,Git;Team Foundation Version Control,18,6,,"40,392.00"
3/29/2018 3:35,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Sweeden,,Git,52,22,Female,
3/20/2018 23:59,Bachelor's degree (BA. BS. B.Eng.. etc.),2000000,Yes,USA,,Git;Subversion;Team Foundation Version Control,44,4,Male,"$2,000,000.00 "
4/20/2018 8:55,Master's degree (MA. MS. M.Eng.. MBA. etc.),1500,Yes,South Africa,,Zip file back-ups,35,13,Male,"1,500.00"
8/29/2018 18:09,Bachelor's degree (BA. BS. B.Eng.. etc.),104030,No,USA,,Git;Subversion;Zip file back-ups,22,12,Male,"$104,030.00 "
1/29/2018 12:39,Associate degree,80521,No,Spain,,Team Foundation Version Control,18,16,Male,"80,521.00"
9/19/2018 11:07,Bachelor's degree (BA. BS. B.Eng.. etc.),80000,Yes,Sweeden,8,Subversion;Copying and pasting files to network shares,46,8,,"80,000.00"
6/4/2018 18:19,Master's degree (MA. MS. M.Eng.. MBA. etc.),136500,Yes,USA,4,Git,33,6,,"$136,500.00 "
2/19/2018 3:44,Master's degree (MA. MS. M.Eng.. MBA. etc.),171343,Yes,South Africa,7,Git,47,15,,"171,343.00"
4/10/2018 23:44,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,Russia,,Copying and pasting files to network shares,18,11,Male,
6/30/2018 22:20,Bachelor's degree (BA. BS. B.Eng.. etc.),44064,Yes,Sweeden,10,Git,27,15,Male,"44,064.00"
10/22/2018 23:33,Bachelor's degree (BA. BS. B.Eng.. etc.),99468,Yes,Spain,10,Git,40,8,Male,"99,468.00"
8/15/2018 6:24,Bachelor's degree (BA. BS. B.Eng.. etc.),23496,No,South Africa,,Git,36,8,Male,"23,496.00"
3/21/2018 0:18,Master's degree (MA. MS. M.Eng.. MBA. etc.),27696,Yes,India,,Git,47,5,Male,"27,696.00"
1/11/2018 6:11,Bachelor's degree (BA. BS. B.Eng.. etc.),48955,Yes,Spain,7,Git;Subversion;Team Foundation Version Control,19,8,Male,"48,955.00"
