Price,Area,Room,Lon,Lat
835000,124,3,4.876154,52.347558
885000,136,3,4.876154,52.347558
635000,81,3,4.894509,52.343016
1120000,129,5,4.860337,52.359856
375000,52,3,4.852329,52.365365
4.00E+05,107,6,4.79581,52.376916
285000,41,2,4.922721,52.354922
425137,92,4,4.98896,52.321172
549001,107,4,5.016522,52.305075
575000,134,6,4.812092,52.348999
5.00E+05,102,5,4.823859,52.383847
179000,29,2,4.945048,52.325695
790000,90,3,4.884941,52.378055
350000,50,3,4.853093,52.368955
425000,110,4,4.804152,52.364802
6.00E+05,135,6,4.820624,52.373918
1099000,191,6,4.874975,52.346978
525000,112,5,4.79733,52.356512
329000,74,4,4.928532,52.397672
445000,101,3,4.83075,52.365104
950000,174,6,4.794378,52.347806
8.00E+05,107,3,4.879459,52.373268
350000,144,6,4.955915,52.310514
875000,135,5,4.897048,52.417382
575000,78,3,4.858844,52.373106
7.00E+05,76,4,4.895174,52.363763
325000,80,4,4.909069,52.405451
750000,102,5,4.937898,52.356428
5.00E+05,73,3,4.853124,52.367607
3.00E+05,48,2,4.949415,52.340644
675000,157,5,4.831079,52.368144
345000,34,2,4.855832,52.352385
275000,64,3,4.94649,52.39437
245000,45,2,4.834844,52.378255
385000,37,2,4.855832,52.352385
375000,35,2,4.855832,52.352385
3.00E+05,68,3,4.898877,52.419502
1200000,171,4,4.846606,52.356702
499000,127,5,4.796462,52.352238
325000,98,3,4.956816,52.31741
480000,60,2,4.85983,52.361813
475000,62,4,4.846923,52.347545
685000,78,3,4.890731,52.351449
550000,57,2,4.884292,52.370557
550000,137,5,4.787554,52.348895
5850000,480,14,4.863729,52.354874
330000,78,3,4.829637,52.372964
375000,59,3,4.852415,52.380133
575000,107,3,4.935891,52.37338
825000,98,4,4.890594,52.376848
515000,119,4,4.918363,52.403385
225000,65,2,4.958115,52.309662
1050000,119,5,4.860818,52.352776
425000,80,4,4.846389,52.379296
375000,63,5,4.890785,52.41492
1150000,145,5,4.87195,52.372454
425000,71,4,4.852168,52.378747
1450000,124,5,4.896425,52.360892
850000,90,3,4.910051,52.361418
750000,114,4,4.902566,52.368503
450000,107,4,4.892525,52.423619
235000,58,2,4.947669,52.325253
6.00E+05,83,2,4.908391,52.371373
315000,81,3,4.807981,52.357437
1250000,157,4,4.876006,52.362028
699000,98,3,4.861985,52.322384
440000,115,6,4.802015,52.380829
450000,74,2,4.904136,52.399475
3.00E+05,78,4,4.954641,52.394724
475000,61,3,4.881701,52.393538
399000,66,4,4.925631,52.356012
790000,109,5,4.867865,52.345104
650000,77,3,4.863394,52.36954
375000,96,4,4.806801,52.352919
365000,47,2,4.874125,52.374854
210000,47,2,4.797085,52.353976
269000,55,2,4.808183,52.361977
570000,96,4,4.843132,52.360049
785000,112,3,4.899032,52.376065
5.00E+05,93,3,4.938017,52.373868
4.00E+05,53,3,4.907895,52.341373
425000,55,3,4.846708,52.353775
7.00E+05,106,3,4.844918,52.349996
350000,75,3,4.832782,52.373345
360000,42,3,4.86139,52.347835
512000,64,2,4.902531,52.37572
375000,45,2,4.90341,52.354369
750000,118,4,4.930455,52.377871
237000,53,3,4.974395,52.324322
375000,45,2,4.888718,52.351656
560000,80,2,4.898846,52.370303
250000,48,3,4.823887,52.38063
650000,87,4,4.954375528,52.3679823
1450000,273,5,4.942112,52.376819
275000,40,2,4.898299,52.40928
550000,81,5,4.850743,52.359283
349000,82,4,4.797681,52.354375
350000,92,3,4.802582,52.379007
575000,80,3,4.893865,52.379863
1.00E+06,120,3,4.887462,52.368027
398000,102,3,4.93924,52.396527
280000,82,3,4.968223,52.291672
350000,58,3,4.841738,52.378934
5.00E+05,76,3,4.878134,52.395229
615000,95,4,4.8722593,52.379951
575000,128,4,4.909819096,52.36865325
275000,31,2,4.888065,52.381025
644900,92,3,4.873124,52.383918
199000,21,1,4.862992,52.362176
685000,80,3,4.856566,52.353584
1300000,139,5,4.879252,52.370823
540000,94,3,4.969506,52.372583
475000,96,4,4.952066,52.344595
245000,61,3,4.788481,52.357145
1250000,180,9,4.914882,52.388128
695000,96,3,4.902359,52.37536
348738,79,4,5.0165552,52.3505131
348738,79,4,5.0165552,52.3505131
1698000,205,5,4.860637,52.351894
275000,84,4,4.790574,52.356342
375000,118,4,4.82399,52.380639
675000,129,4,4.819965,52.343878
849000,111,5,4.91369,52.38816
539000,108,4,4.838534,52.379072
525000,59,4,4.880977,52.368961
1500000,194,9,4.902614,52.374848
295000,41,1,4.927757,52.354173
750000,117,1,4.927757,52.354173
350000,72,3,4.890612,52.414587
350000,51,3,4.856935,52.363256
599000,113,4,4.965731,52.375268
3.00E+05,79,4,4.810678,52.355493
